USERNAME,ABOUT
Gabriel Eich,None
Cheng Peng 彭卡爆,None
Mania Eghrarian,"I'm a freelance Graphic Designer and an illustrator; If you like my portfolio and have a project or some, please send me a message, and let's talk. "
Andreion de Castro,"A Designer and Artist currently based in London. Working with traditional and modern mediums, often combining the two in order to explore new territories within the graphics realm. Working within different fields including commercial, music and literature. Recent clients include: Vice, Converse, Workplace, Grammys&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>A Designer and Artist currently based in London. Working with traditional and modern mediums, often combining the two in order to explore new territories within the graphics realm. Working within different fields including commercial, music and literature. Recent clients include: Vice, Converse, Workplace, Grammys. My personal interest lies within creating emotionally substantial work, to create something that could have a personal impact. Something we can perhaps resonate with.contact me for freelance work - andreiondecastro97@gmail.comCheck my instagram out for more work.  <span class='variable-text-link fake-link'> Read Less</span></div>"
Mat Voyce,"Mat is non-award winning Type & Motion Designer currently based in the UK. He specialises in 2D type animation and is mainly known for his pioneering style exploring illustrative kinetic typography. His work infuses letterforms with character and has been applied to animated GIFs, stickers, short films & motion &#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Mat is non-award winning Type & Motion Designer currently based in the UK. He specialises in 2D type animation and is mainly known for his pioneering style exploring illustrative kinetic typography. His work infuses letterforms with character and has been applied to animated GIFs, stickers, short films & motion identities for clients and broadcast globally.matvoyce@gmail.com <span class='variable-text-link fake-link'> Read Less</span></div>"
Diro Soares,None
BUGABOO STUDiO,"STUDIO BUGABOO iSKITCHED AND STYLISH APPROACH TO TRANDITION Space. Furniture. ArtKorea, Rep Seoul."
TUX Creative Co.,None
Sean O'Connor,"I'm a typographer and graphic designer with a focus in typographically-rooted, concept-driven branded identity systems. I've worked with clients large and small, including WeWork, Nike, Harvard Business Review, Jean-Georges, Howard Hughes and The Durst Organization.I'm currently a part of the Mucca team in NYC a&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I'm a typographer and graphic designer with a focus in typographically-rooted, concept-driven branded identity systems. I've worked with clients large and small, including WeWork, Nike, Harvard Business Review, Jean-Georges, Howard Hughes and The Durst Organization.I'm currently a part of the Mucca team in NYC and have my own freelance practice, Instinctual Beings.sean@instinctualbeings.com <span class='variable-text-link fake-link'> Read Less</span></div>"
Paprika Design,"Paprika is a graphic design and strategic marketing firm specializing in business communications services: corporate identity programs, branding, annual reports, brochures, catalogs, posters, packaging, environmental design, signs and websites."
Debora Manetti,"I'm a visual expert from Florence, Italy.together to Francesco Canovaro and Cosimo Lorenzo Pancini, I founded Zetafonts, TypeCampus and Studio Kmzero / companies to experiment between visual design, typographic branding, wayfinding and archigraphics My work focuses on brand consulting, design and visual identi&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I'm a visual expert from Florence, Italy.together to Francesco Canovaro and Cosimo Lorenzo Pancini, I founded Zetafonts, TypeCampus and Studio Kmzero / companies to experiment between visual design, typographic branding, wayfinding and archigraphics My work focuses on brand consulting, design and visual identity, for both private and public sector companies. <span class='variable-text-link fake-link'> Read Less</span></div>"
Kasperi Salovaara,Contact: kasperi.salovaara@gmail.com
Powered Element,None
BÜRO UFHO,None
Alexis Waller,None
Sehee Chae,"freelance illustrator, Pie(Chae Sehee)cleanday18@gmail.com"
Márcia Quintela Viana,None
Juha-Pekka Laurila,None
Diego Silva,None
Polina Olkhovnikova,always open for new projects👾with any offers please write me  📩  polinaoo84@gmail.comhttps://www.instagram.com/polilololi.jpg/https://www.facebook.com/polin.olkhovnikova
ЅTEVAN JUSTO,None
Monumento Co,"Creative office focused on tailored conceptsfor premium brands.A design consultancy specialized in branding, art direction, editorial and print design, websites and digital platforms, space creation and creative strategy for clients that strive for modern culture."
Ryan Mellody,Ryan is a Creative Director currently leading the brand identity and content design of IBM's Research division. 
Carles Rodrigo,None
Firmalt Agency,"We are a branding + storytelling agency based in Mexico. We design brands that get lots of attention, love, and profits."
Wes Cockx,"Designer based in Brooklyn, New York - balancing commercial and personal work under the name CREAM."
Илья Демидов,None
Riccardo Casinelli,Rome based graphic designer and illustrator.Co-founder of Mistaker.
Martina Tariciotti,"Martina Tariciotti is a Rome based graphic designer with a great passion for typography, branding and a simple vector style illustration.Graduated in 2012 at Istituto Europeo di Design, she immediately begins to work in a Rome corporate identity studio and also on some personal projects."
Studio Mistaker,"Mistaker is an indipendent multi-disciplinary studio based in Rome founded in 2016 by Martina Tariciotti and Riccardo Casinelli. We focus on visual design, infographic, editorial and illustration.We believe in research, simplicity and details as the foundations of our creative process in aim to work with various &#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Mistaker is an indipendent multi-disciplinary studio based in Rome founded in 2016 by Martina Tariciotti and Riccardo Casinelli. We focus on visual design, infographic, editorial and illustration.We believe in research, simplicity and details as the foundations of our creative process in aim to work with various clients, from big to independent.We work as information designers at La Repubblica and L’Espresso and teach infographic and basic design at Istituto Europeo di Design in Turin and Rome. <span class='variable-text-link fake-link'> Read Less</span></div>"
Valerio Di Mario,Write me at:dimario.valerio@gmail.com
Hyperpix Productions,None
Mucca Design,None
Brandsummit Studio,None
Thobias Daneluz,None
Cosimo Lorenzo Pancini,"My name is Cosimo Lorenzo Pancini. I am Creative Director at Studio Kmzero, Type designer at Zetafonts and i manage Ligature Gallery. "
Konstantin Kotryahov,None
nastya galeeva,"Moscow-based designer and art director. Passionate about branding, precise about web. Don't hesitate to contact me and let's create something really cool together :)"
meh. design studio,None
Nick Barclay,Designer-Bondi Beach-Sydney
Olga Crivorucico,None
Andrew Korepan,freelance logomakervectorgrad@yandex.ru
Developing Valuable Brand,None
Aliaga Mirguseinov,"Hi, nice to meet you. I'm Aliaga Mirguseinov, a freelance illustrator, graphic designer and teacher from in Lithuania.Inspired by cartoons, children's books, manga, and my trip to Japan, my work consists of vibrant & dynamic color compositions, positive emotions, love for nature and fondness for cute things.I'&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi, nice to meet you. I'm Aliaga Mirguseinov, a freelance illustrator, graphic designer and teacher from in Lithuania.Inspired by cartoons, children's books, manga, and my trip to Japan, my work consists of vibrant & dynamic color compositions, positive emotions, love for nature and fondness for cute things.I'm proud to have collaborated with brands & studios like Adobe, Visa, Microsoft, Mercans, MoQ.On the side I teach kids / teenagers drawing and illustrating techniques, both traditional & digital, and how to have fun as a creative daydreamer. <span class='variable-text-link fake-link'> Read Less</span></div>"
hyojin kim,None
Elena Ru,"I am a brand designer, Perfectionist and aesthetic visual artist. I founded my own studio - LENARUD.esign.I will help you in the implementation of any design for your brand or project. I appreciate the significance, minimalism, aesthetics, conciseness and refinement in my works. At the moment, I have my own te&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I am a brand designer, Perfectionist and aesthetic visual artist. I founded my own studio - LENARUD.esign.I will help you in the implementation of any design for your brand or project. I appreciate the significance, minimalism, aesthetics, conciseness and refinement in my works. At the moment, I have my own team, with which we are creating:- Branding- Comprehensive corporate and visual identity- Logo Development- Instagram visual concept - Presentations, guides, packaging of information products- Website on Tilda <span class='variable-text-link fake-link'> Read Less</span></div>"
- Battart,"I am a Hungarian graphic designer & artist. After Secondary School of Fine and Applied Arts, I graduated as a graphic designer.I create unique graphic works, paintings, drawings and graphic designs. I had 65 graphics exhibitions.With my drawings I travelled to abroad (Finland, Portugal, China, Bulgaria, Austr&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I am a Hungarian graphic designer & artist. After Secondary School of Fine and Applied Arts, I graduated as a graphic designer.I create unique graphic works, paintings, drawings and graphic designs. I had 65 graphics exhibitions.With my drawings I travelled to abroad (Finland, Portugal, China, Bulgaria, Austria, Transylvania, France, Ukraine).Email: battagraphics@gmail.com <span class='variable-text-link fake-link'> Read Less</span></div>"
Tyodi Hyojin Lee,None
Anton Maydurov,None
Alex Monzó,"I´m Alex Monzó, art director & graphic designer at @BrandsummitAlso bizarre, dirt & underground illustrator.Valencia, Spain.e-mail: monzogarrido@gmail.comSoy Alex Monzó, cocinero, batería, lector de ciencia ficción y diseñador gráfico viviendo y trabajando en Valencia."
Andra Wibisono,"Designer, Storyteller, Cinematographer, Traveler. "
Luminous Design,"Hello we are Luminous Design Group, an Athens based storytelling studio. Our design services include branding, identity, print and digital design, packaging design and creative direction. We focus on branding and design with purpose. Approaching every project with passion, producing expressive, bold and innovati&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hello we are Luminous Design Group, an Athens based storytelling studio. Our design services include branding, identity, print and digital design, packaging design and creative direction. We focus on branding and design with purpose. Approaching every project with passion, producing expressive, bold and innovative communication.We help brands empower their vision through meaningful design solutions._See more, do more <span class='variable-text-link fake-link'> Read Less</span></div>"
Matheus Ferreira,"Hey, my name is Matheus! I have a degree in Advertising from Universidade Paulista and I work as a designer at Bonaparte. I also create striking visual identities and brands full of attitude and personality! Let's work together? Budget requests only e-mail or through the Form available on Linktree."
Yugyeong Kim,None
Clara Tadini,"Graphic designer based in London, graduated from FADU, University of Buenos Aires. Specialized in Brand Design and Visual Identity, Editorial Design, Photography and Creative Direction.Private portfolio upon request. Feel free to contact me! "
PUPILA ℗,"We’re an unconventional design studio and creative consultancy based in Costa Rica.We focus on visual cheeky and insightful branding, packaging, as well as memorable experiences."
Chokun Choinw,"I am a junior Graphic designer , Motion designer . I was 18 years old . I like to work in the creativity area . I like to work in the minimal and modern styles because its simple but not simple 😁 . Contact me if you want collaboration .Contact me for commercial work ."
Vale Moreiro,"Owner, Creative & Art Director at Notreal.tv"
Artyom Borovikov,None
Sandrin Design ⚡,"Graphic Designer, Social Media, Filmmaker, Photographer "
Not Real,"Not Real is a design—driven creative studio focused on art direction, CGI & animation, located in Buenos Aires and Madrid.If you like our stuff, drop us a line at hello@notreal.tv"
Emphase Sàrl,"Emphase Sàrl is a graphic design agency based in Lausanne, Switzerland. Since 2010.Visit us on our website for more informations: www.emphase.ch We are also on Facebook, Twitter and Instagram"
3 42010163,None
Sérgio Fonseca,"I develop specific projects in the area of ​​visual identity. Focused on simplicity, clarity and timelessness.My job is to turn ideas into timeless realities, always believing that good design helps brands grow, abandoning the generic, and seeking out the unmistakable."
Altraaznusa Indonesia,None
Adam Wójcicki,"I work with magazines and weeklies, creating editorial illustration . I also illustrate books for both adults and children.Additionaly im familiar with creating graphics for clothes, album covers, posters, and an ocasionall mural. Contact me at Adamkwojcicki@gmail.com"
Jennifer Fisher Designs,None
Quim Marin Studio,"I find it hard to count the projects I have worked in throughout the last 20 years. Naming, art direction, graphic design, creation of advertising campaigns –I believe I have pulled all the strings.I must thank the music scene for its extreme sensitiveness to the passing of time and trends. Working in it has&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I find it hard to count the projects I have worked in throughout the last 20 years. Naming, art direction, graphic design, creation of advertising campaigns –I believe I have pulled all the strings.I must thank the music scene for its extreme sensitiveness to the passing of time and trends. Working in it has forged in me a plastic spirit; it has forced me to be under a constant creative evolution. In this sphere there is a vast offer and its public are avid and fleeting ­–but often fickle– consumers. To stand out is essential, and creativity is the means to achieve it. To my mind, however, not everything goes. I have my own recipe. In such a visually polluted environment I try to come up with fresh and memorable designs with a clear aim at essential beauty and equilibrium that, at the same time, will ensure communicative effectiveness. I seek to whet the eye, I want the visual impact to remain in people’s memory, I aspire to seduce minds through contrast.You can judge by yourselves from the collection of work displayed here for you. These recent works for several customers, showing a variety of styles, will surely speak of myself much better than these words. <span class='variable-text-link fake-link'> Read Less</span></div>"
Robert Sammelin,Self taught concept artist/art director/illustrator/graphic designer.
serag basel™,None
Maude Turgeon,None
miguel souto,"I love 3D and game design. I am also very much into photography, video and motion graphics.Please hire me, or my mom will keep telling me how I should have been an engineer."
Hidden Characters,"Hidden Characters is the creative partnership of Dániel Nagy and Péter Orbán. The goal of our cooperation is to make personalized, innovative and first quality identity works in Hungary, and around the world."
Kolektyf com,"Kolektyf specialises in creatingwayfinding systems, wall graphics,and infographics."
Guillaume Lavallée,For inquieries: info@guillaumelavallee.com
Walter Mattos,"I'm a Brazilian graphic designer specialized and passionate by brand identity, grids and proportions. My goal is help other designers to develop theirselves through my design content, and help my clients to project a professional and lasting image.--Sou um designer brasileiro especializado e apaixonado por des&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I'm a Brazilian graphic designer specialized and passionate by brand identity, grids and proportions. My goal is help other designers to develop theirselves through my design content, and help my clients to project a professional and lasting image.--Sou um designer brasileiro especializado e apaixonado por design de marcas, grides e proporções. Meu objetivo é ajudar outros designers a se desenvolverem através dos meus conteúdos sobre design, e ajudar meus clientes a projetar uma imagem profissional e duradoura. <span class='variable-text-link fake-link'> Read Less</span></div>"
Jens Marklund,Available for freelance ⟶ hi@jens.workSwedish designer based in New York. 
lalo huesca,None
Mohsen Beygzadeh,"As the head art director of Radiant Creatives design team, Mohsen Beygzadeh has years of experience in creating impeccable and world class corporate and brand identities, graphical designs and presentations across several media in Iran and internationally. Mohsen is the winner of prestigious international awards i&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>As the head art director of Radiant Creatives design team, Mohsen Beygzadeh has years of experience in creating impeccable and world class corporate and brand identities, graphical designs and presentations across several media in Iran and internationally. Mohsen is the winner of prestigious international awards including the International Visual Identity Awards (IVIA) and A*Design awards and his work has been published in several publications. <span class='variable-text-link fake-link'> Read Less</span></div>"
Wow Motion,None
Yoonsun Hwang,None
hong yuan Wang,None
Demande Spéciale,"Ça commence toujours par une demande, parfois étrange, la plupart du temps bien spéciale. Demande Spéciale est un studio de design graphique qui se spécialise en développement d’identité visuelle au sens large. Avec une approche basée sur l’échange et la collaboration, le studio propose des solutions contempora&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Ça commence toujours par une demande, parfois étrange, la plupart du temps bien spéciale. Demande Spéciale est un studio de design graphique qui se spécialise en développement d’identité visuelle au sens large. Avec une approche basée sur l’échange et la collaboration, le studio propose des solutions contemporaines axées sur les arts, la culture et l’expérimentation.It always starts with a request, sometimes strange, but most of the time special. Demande Spéciale is a graphic design studio whose speciality is building brand identities. With an approach based on exchange and collaboration, the studio offers contemporary solutions focused on arts, culture and experimentation. <span class='variable-text-link fake-link'> Read Less</span></div>"
Beterano Studio,"Illustrations, Graphic design, Print design, Traditional and Digital painting"
Vector Tee Store,"Hello, I am an expert t-shirt and graphic designer. I do amazing things according to the needs of the customers. Customer satisfaction is my goal. You can contact me if you need any design. Thank you"
Boglárka Veres,None
IND architects,"Опыт, профессионализм, страсть к архитектуре и жизни во всех ее проявлениях объединили нас в коллектив, и каждый из нас находит истинное удовольствие в созерцании результата своих трудов._______Our team consists of ex&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Опыт, профессионализм, страсть к архитектуре и жизни во всех ее проявлениях объединили нас в коллектив, и каждый из нас находит истинное удовольствие в созерцании результата своих трудов._______Our team consists of experienced architects who develop the projects starting with a sketch and following it up to complete implementation of intended ideas. We are united by true passion and commitment.  <span class='variable-text-link fake-link'> Read Less</span></div>"
Prateek Vatash,Doing what I love since 2010. Open for Commissions.
googoods design,None
Juan Sebastian Portilla,A graphic designer in advertising and illustration since always. Visiting new places from all over the world inspires me in unimaginable ways. I believe that working with others and learn from their experiences and points of view is the best way to expand our own limits and to reach the next level.
Rafał Szłapa,"I'm freelance ilustrator, digital painter and storyboardist.My achievements also include press and book illustrations, cover illustrations, advertise drawings, game concepts and more more others. Currently I am looking for a job.  I'm open for collaboration, just message me! "
Melissa Baillache,None
Татьяна Дунец,"Разрабатываю конверсионные сайты исходя из анализа конкурентов, с учетом болей ЦА,  прорабатываю конверсионные воронки, лид магниты, для повышения конверсии сайта и увеличения лидов.Также создаю рекламные баннеры и креативы под Вашу задачу."
WFlemming Illustration,None
Anas Belekhbizi,"Anas Belekhbizi is an award-winning creative designer specialized in branding and editorial design. based in Rabat, Morocco. Available for new projects! feel free to contact me:Email: anas.belekhbizi@gmail.comPhone: +2126 68 30 71 32"
Ivan Mukhortov,None
Александр Иванов,None
Victor Kovalenko,"Victor Kovalenko is a graphic designer/digital artist, Middlesex University London MA Graphic Design graduate with distinction. More than 10 years of experience in projects that involved editorial and poster design, digital art, books/catalogues design, typography, illustrations, photography, portrait graphics and&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Victor Kovalenko is a graphic designer/digital artist, Middlesex University London MA Graphic Design graduate with distinction. More than 10 years of experience in projects that involved editorial and poster design, digital art, books/catalogues design, typography, illustrations, photography, portrait graphics and layout of various publications. He is a participant, finalist, selected and invited designer in more than 120 international and national design exhibitions and competitions. His works were presented in multiple exhibitions in 27 countries: USA, The United Kingdom, The Netherlands, Switzerland, Belgium, Spain, Hungary, Poland, Estonia, Slovakia, Macedonia, Turkey, Cyprus, Russia, Iran, Iraq, China, Taiwan, South Korea, Japan, Malaysia, Indonesia, Thailand, Peru, Ecuador, Uruguay and Mexico.AREAS OF EXPERTISE Poster design Editorial design TypographyPresentations IllustrationIcons design Portrait graphics Photography  <span class='variable-text-link fake-link'> Read Less</span></div>"
Aless Mc,None
Mouhcine Laghzal,None
Edgar Rozo,None
Dario Lipani,None
Rehan Ali ✪,"Hello, I am Rehan Ali, a freelance Brand Identity & Motion Designer based in Pakistan. With more than 3 years of experience in the design industry.SERVICES•Branding •Animation •Motion Graphics•Iconography •UI design•IllustrationFor work inquiries please contact meEmail: rehanalisoomro10000@gmail.&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hello, I am Rehan Ali, a freelance Brand Identity & Motion Designer based in Pakistan. With more than 3 years of experience in the design industry.SERVICES•Branding •Animation •Motion Graphics•Iconography •UI design•IllustrationFor work inquiries please contact meEmail: rehanalisoomro10000@gmail.comTelegram: @rehanali10000 <span class='variable-text-link fake-link'> Read Less</span></div>"
Константин Спасенко,"Привет!Нужен качественный дизайн точно к сроку?Делаю стильно, вовремя и учитываю все пожелания заказчика! Опыт работы более 4 лет.-Лендинг любой сложности и его верстка-Рекламные баннеры-Оформление соц сетей-Об&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Привет!Нужен качественный дизайн точно к сроку?Делаю стильно, вовремя и учитываю все пожелания заказчика! Опыт работы более 4 лет.-Лендинг любой сложности и его верстка-Рекламные баннеры-Оформление соц сетей-Обработка фотографийИнструменты:Adobe PhotoshopTildaAdobe IllustratorFigmaРаботаю с русскоговорящими и англоговорящими клиентами.Постоянным заказчикам делаю скидку.Приглашаю к сотрудничеству!:)VK: vk.com/spkd92Telegram: @Konstantin_SpasenkoWhatsApp: +79534050798 <span class='variable-text-link fake-link'> Read Less</span></div>"
Brenna Oriá,None
Вячеслав Слэшин,None
For The People,None
Ekaterina Gritsenko,"Я  графический дизайнер, специализирующийся на разработке макетов баннеров и рекламных предложений, а также на разработке одностраничных сайтов. Имею опыт в брендинге, а пот&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Я  графический дизайнер, специализирующийся на разработке макетов баннеров и рекламных предложений, а также на разработке одностраничных сайтов. Имею опыт в брендинге, а потому могу помочь компаниям в позиционировании себя в Интернете с помощью уникального визуального образа.Буду рада сотрудничеству с вами в любое время!------------I am a graphic designer specializing in banner and promotional offer layouts and one-page website design. I have experience in branding, and therefore I can help companies in positioning themselves on the Internet with a unique visual image.I will be glad to cooperate with you at any time! <span class='variable-text-link fake-link'> Read Less</span></div>"
Atelier Nese Nogay,"Atelier Neşe Nogay is an Istanbul based creative studio founded in 2010. The studio specializes in book design, packaging, branding and art direction.With a passionate approach to each project from wide range of sectors, including art&culture, fashion, food, beauty and print, ANN stands out with simple yet soph&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Atelier Neşe Nogay is an Istanbul based creative studio founded in 2010. The studio specializes in book design, packaging, branding and art direction.With a passionate approach to each project from wide range of sectors, including art&culture, fashion, food, beauty and print, ANN stands out with simple yet sophisticated visual aesthetics.The studio receives projects both locally and internationally including New York, Paris, London and New Delhi. <span class='variable-text-link fake-link'> Read Less</span></div>"
Houssem Nasfi,None
Denis Zatsepilin,None
Félix Arsenault,None
Teresa Chylińska-Kur,"I am a owner of KurkaStudio, small and ambitious graphic studio from Poland. We design visual identity, web design and develop our project, focusing on every detail."
KURKA STUDIO KurkaStudio,None
Touhid (Logo Designer)," Do you Need help design a logo that is unique to your business? Hello, This Touhid. Highly experienced creative logo designer.  I have been working very efficiently for the last 5 years with logo design and graphics. My mission is to create a professional and unique logo that make a powerful statement about&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'> Do you Need help design a logo that is unique to your business? Hello, This Touhid. Highly experienced creative logo designer.  I have been working very efficiently for the last 5 years with logo design and graphics. My mission is to create a professional and unique logo that make a powerful statement about who you are. My thoughts on new projects are always out of the box that's help me to create an unique and professional design.  As a creative designer I would love to design logo for your business that  will present your business to everyone and  will grab attention besides help your business grow You can Invite me to your project for a free consultation and see how I can help you. I would love to satisfy my client through creativity and hard work.  I am looking forward to working with you. I will Provide:        . unique, Professional and 100% original design.       . High resolution for Print and Digital/Web       . Full color, black and white, and color variation       . Conceptual design solutions       . Vector File (Ai, EPS,PDF)       . 100% client satisfaction.       . Friendly Communication. Friendly relationships help increase creativity. Design process/Method.  .Custom Logo .Golden Ratio .Grid  .Geometric .Hexagon /polygon   My requirement to you.  . Logo Description  . Logo sample ( if you have)  . current logo ( if you have)  . color, font choice ( if you have) <span class='variable-text-link fake-link'> Read Less</span></div>"
Nicolaas Kotzé,"I create work that's authentic, honest and above all not boring. As Berlin based, award wining creative and versatile digital and motion designer, my background is an equal mix of conceptual thinking and design craft. Studio Gummi is my portfolio of creative design and motion graphics.I graduated in visual commu&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I create work that's authentic, honest and above all not boring. As Berlin based, award wining creative and versatile digital and motion designer, my background is an equal mix of conceptual thinking and design craft. Studio Gummi is my portfolio of creative design and motion graphics.I graduated in visual communication design from Cape Town and have since worked on visual identity systems, branding, packaging and motion graphics. With more than 10 years of experience as a freelance creative at my studio. I have since lost some sleep and won some awards including Gold and Silver at Cannes, D&AD, ADC Europe, Eurobest, LIA, New York Festivals, Cresta and several Loerie Awards. <span class='variable-text-link fake-link'> Read Less</span></div>"
Caroline Blanchet,Hello ! I'm a graphic designer based in France.I'm a designer who has a love for creativity and enjoys experimenting with various techniques. My work is mainly inspired by sport and culture. Feel free to contact me if you’re interested to hire me or just to say hello!
Marco Oggian,"I was expelled from university in 2010 and following my expulsion, I spent eight years working on over 150 different projects with 300 or more drafts. I spent a lot of time writing and managed to get published in more than 20 books about design, branding, illustration, typography and photography. During this time &#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I was expelled from university in 2010 and following my expulsion, I spent eight years working on over 150 different projects with 300 or more drafts. I spent a lot of time writing and managed to get published in more than 20 books about design, branding, illustration, typography and photography. During this time I have lived and worked in Milan, Berlin, LA, Spain and several South American countries. Also, exhibiting in Paris, Barcelona, Berlin, London and Seoul. <span class='variable-text-link fake-link'> Read Less</span></div>"
Los Caballos ™,"Los Caballos is a Visual Communication studio based in Buenos Aires, founded and led by Nicolas Di Filippo and Sebastian Fuks.Our method is simple. We distill the most important aspects of brands and communicate in the most effective way. We do not believe in formulas. We believe in research to find concepts and&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Los Caballos is a Visual Communication studio based in Buenos Aires, founded and led by Nicolas Di Filippo and Sebastian Fuks.Our method is simple. We distill the most important aspects of brands and communicate in the most effective way. We do not believe in formulas. We believe in research to find concepts and exploration to implement them. We encourage an environment of creativity for each project to deliver new and original results.Collaboration is the main axis of our working process. We surround ourselves with talented professionals from various disciplines. Our teams are built according to the needs of each client. This practice enables us to respond efficiently. <span class='variable-text-link fake-link'> Read Less</span></div>"
Darina Darvin,e-mail: hloke@mail.rutelegram: @hlokeskype: hloke777
Xiu Kab,"My name in Ksusha Kabanchuk and i'm an ukrainian based illustrator specialized in children's books, comics, character design, and other. I've been working as freelance illustrator for clients worldwide including major publishers, advertisers, institutions and animation studios.Please, feel free to contact me if y&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>My name in Ksusha Kabanchuk and i'm an ukrainian based illustrator specialized in children's books, comics, character design, and other. I've been working as freelance illustrator for clients worldwide including major publishers, advertisers, institutions and animation studios.Please, feel free to contact me if you have a project that you want me to do :)I hope you'll enjoyed my work! <span class='variable-text-link fake-link'> Read Less</span></div>"
Philippe Nicolas,Freelance visual artist - NFT power
Wassim Awadallah,"Designer with passion for simple elegance, minimalism, and diversity."
CAXA estudio,"Founded in 2015 by Vitor and Renato, two cousins who grew up together always drawing together for fun. After a few years of experience in the advertising market, they decided to combine influences and differences in the practice of what they liked the most: transform ideas and give life to projects through graphic&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Founded in 2015 by Vitor and Renato, two cousins who grew up together always drawing together for fun. After a few years of experience in the advertising market, they decided to combine influences and differences in the practice of what they liked the most: transform ideas and give life to projects through graphic design.We make visual identity, illustration, animation and lettering.Among our projects, we have already worked with many brands, such as iFood, 99 App, Red Bull, Heineken, ESPN, Avon, Samsung, Turner International, Mercado Livre, Ipanema, Vista Ibirapuera, Cervejaria Blodine, Reclame Aqui, Itaipava, Unimed and Salon Line. We have also done several works in partnerships with agencies such as DPZ & T, ALMAP BBDO, Gray, Brancozulu, WMcCann, Mutato and Ginga.Over the years, we were awarded in two categories at the Brasil Design Awards 2018, we had 5 projects selected for the 13th ADG Brazilian Graphic Design Biennial in 2019 and we were finalists for the Latin America Design Awards in 2018 and 2019.Since 2015 - Sao Paulo - BR <span class='variable-text-link fake-link'> Read Less</span></div>"
Lautaro Lucero,None
Finn Reville,None
biswajit bain,None
Viktor Tammeveski,Less is more / Ludwig Mies van der Rohe
Jahangir | Logo Designer,Hello! I'm Jahangir Alam a Professional Logo Artist and Brand Identity Designer
yutzu liu,None
Marko Marinković,"Graphic Designer and Artist. Inspired by nature, inner self and invisible world."
Akram William,None
Graphic Mama,"We are a team of passionate illustrators and designers who share a love for character design and cartoons.Specialty: Stock Cartoon Character Designs, Vector Illustrations, Vector Collections, Design Assets, Backgrounds, Freebies, and coffee."
Atul Charde,None
Syed Mikhail,"What's up, people! I'm Syed Mikhail. I do Graphics Design, Photography, Illustration, Video Editing, Animation and many more. I am a Freelancer and I advertise myself under a self branding alias known as Mad Mike! I hope you enjoy viewing my gallery."
Display Fonts,None
GOSTI .,None
Sail Ho Studio,None
Aleksandra Voronina,aleksandravoroni@gmail.com
Guilherme Lima,None
Muhammad Faisal Ahmed,"Hi.., This is Faisal. Welcome to my profile.A graphic designing expert with advanced knowledge of Photoshop & Illustrator. I am here to give your projects a creative touch that matches your desire and satisfaction. I am expart in Book cover dising,Logo design. T-shirt design, Business card design, Background r&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi.., This is Faisal. Welcome to my profile.A graphic designing expert with advanced knowledge of Photoshop & Illustrator. I am here to give your projects a creative touch that matches your desire and satisfaction. I am expart in Book cover dising,Logo design. T-shirt design, Business card design, Background removal, and also expert Other things.email: muhammadfaisalahmed2018@gmail.comwhatsapp :  +8801787991154 <span class='variable-text-link fake-link'> Read Less</span></div>"
Yago Ferreira,None
